Duration(Days),Main Cause,Latitude,Longitude,Severity,Human injury
3,heavy rains,30.9339,75.0459,1,42
8,severe flood,19.1131,72.8962,1,27
1,heavy rains,15.1816,76.4736,1,10
1,heavy rains,24.8678,92.8291,1,10
1,heavy rains,26.4375,80.8611,1,10
1,heavy rains,33.8036,76.2592,1,22
1,heavy rains,16.2843,80.6926,1,8
1,heavy rains,26.7553,92.7754,1,10
1,heavy rains,26.7055,78.8703,1,10
1,heavy rains,27.5435,80.6956,1,10
1,heavy rains,22.4257,71.3244,1,10
2,heavy rains,26.0747,92.817,1,22
1,heavy rains,11.3982,77.0504,1,6
1,heavy rains,24.4696,92.4232,1,2
4,heavy rains,15.733,73.7324,1,7
1,heavy rains,26.6059,92.9592,1,2
1,heavy rains,20.9474,79.1574,1,3
1,heavy rains,20.2047,84.4178,1,14
2,heavy rains,28.3671,81.0334,1,10
4,heavy rains,24.707,85.7348,1,74
2,heavy rains,24.3395,87.8328,1,10
1,heavy rains,14.0025,79.4752,1,4
2,heavy rains,16.5216,75.9695,1,5
1,heavy rains,26.9122,94.46,1,5
2,heavy rains,20.5033,86.0449,1,10
13,flash flood,24.8678,80.7003,1,500
1,heavy rains,13.0242,78.8487,1,10
1,heavy rains,24.9382,92.0974,1,4
2,heavy rains,25.1622,89.7567,1,1
1,heavy rains,27.9917,78.9675,1,10
5,severe flood,13.407,75.4042,1,10
1,heavy rains,11.054,77.5024,1,2
6,heavy rains,12.5851,79.9572,1,10
1,heavy rains,20.6258,76.6191,1,10
1,heavy rains,31.7869,77.252,1,10
1,heavy rains,27.586,80.6237,1,10
1,severe flood,31.7821,76.9177,1,2
2,heavy rains,31.7668,77.27,1,2
1,severe flood,20.7866,79.2684,1,5
3,heavy rains,31.5294,77.0555,1,10
1,heavy rains,20.1358,84.4369,1,10
1,"severe, heavy rains",10.7214,78.7248,1,7
2,severe floods,16.2498,80.0422,1,48
1,heavy rains,23.2582,92.8575,1,10
1,severe flood,26.0363,92.8902,1,1
1,severe flood,28.2424,76.8263,1,32
1,severe flood,27.5887,88.4616,1,16
1,severe floods,22.4615,87.3749,1,1
1,heavy rains,16.4132,80.612,1,4
3,heavy rains,26.5766,73.762,1,5
1,heavy rains,27.4105,92.3599,1,2
2,heavy rains,24.7685,85.6883,1,10
1,heavy rains,15.0341,78.7288,1,10
1,heavy rains,17.0009,81.7657,1,10
11,heavy rains,24.0572,86.2554,1,21
2,heavy rains,31.7905,77.3409,1,5
2,heavy rains,22.4404,71.3091,1,7
1,severe flood,9.49041,76.6811,1,3
1,severe flood,26.0909,92.9144,1,2
1,severe flood,33.9398,74.8298,1,1
1,severe flood,18.8234,75.4418,1,10
2,heavy rains,16.9874,82.1012,1,32
2,heavy rains,13.8493,78.9883,1,1
1,heavy rains,24.0181,68.8677,1,10
1,severe flood,20.4037,74.4164,1,6
1,severe flood,16.1464,79.4042,1,10
7,heavy rains,23.3997,88.9474,1,3
2,heavy rains,21.1735,85.3527,1,10
1,heavy rains,27.4268,94.7981,1,62
1,"severe flood, heavy rains",31.806,77.6925,1,12
1,severe flood,27.094,94.643,1,9
1,"heavy rains, severe flood",17.1335,79.2098,1,3
1,severe flood,26.9607,80.4678,1,7
1,severe flood,19.9343,80.0385,1,2
1,severe flood,24.0841,88.5453,1,6
1,"severe flood, heavy rains",15.811,74.5207,1,3
1,heavy rains,24.4457,92.0058,1,18
1,severe flood,22.8284,71.2868,1,3
1,severe flood,9.72651,76.423,1,10
1,severe flood,21.0559,84.7987,1,10
1,heavy rains,30.7738,79.8583,1,10
1,heavy rains,32.6061,76.1481,1,8
1,heavy rains,26.7556,83.0513,1,10
1,heavy rains,26.5321,84.87,1,1
1,heavy rains,16.746,79.1214,1,10
9,severe flood,14.8405,79.054,1,64
1,heavy rains,10.4517,78.7843,1,10
2,heavy rains,27.8034,95.3833,1,5
6,severe,22.342,88.9351,1,7
4,heavy rains,20.8681,73.6623,1,35
1,flash flood,25.8418,89.2696,1,10
1,heavy rains,30.5622,78.5235,1,10
2,severe,21.5391,73.2201,1,10
2,severe,11.8739,75.527,1,14
1,heavy rains,10.9485,79.0643,1,10
9,severe,12.9158,74.9274,1,17
1,severe,21.3961,73.44,1,10
1,severe,21.9811,73.9596,1,10
1,severe,19.1881,79.2948,1,10
1,heavy rains,20.6258,85.8936,1,10
5,severe,12.1226,75.4747,1,10
1,severe,25.4989,85.8918,1,10
1,heavy rains,21.0247,73.7641,1,10
8,severe,24.6862,89.4002,1,30
12,heavy rains,31.6718,78.4423,1,112
1,heavy rains,21.433,73.0739,1,35
1,heavy rains,20.9765,86.4305,1,2
1,heavy rains,24.1288,80.1999,1,1
1,heavy rains,27.4363,87.0126,1,9
6,severe,17.9836,73.435,1,350
1,heavy rains,16.9772,79.9654,1,3
3,heavy rains,20.9915,86.2759,1,55
2,heavy rains,25.886,83.2115,1,5
2,heavy rains,21.1139,82.5389,1,7
1,heavy rains,28.1973,79.3734,1,55
1,heavy rains,21.7139,73.4733,1,9
2,heavy rains,21.9409,87.9347,1,1
1,heavy rains,11.7804,78.7317,1,10
1,heavy rains,17.4335,82.8115,1,1
1,heavy rains,18.7332,75.2343,1,10
1,heavy rains,10.5443,76.0498,1,4
2,heavy rains,26.5993,94.0245,1,79
2,heavy rains,25.6151,83.6713,1,2
1,heavy rains,19.1719,83.6477,1,10
4,flash flood,19.1028,72.8816,1,8
2,heavy rains,22.4114,71.3097,1,7
7,heavy rains,20.1943,73.8242,1,9
1,heavy rains,18.1046,81.5288,1,2
1,heavy rains,27.5853,81.5174,1,10
1,heavy rains,32.8864,73.8842,1,10
4,heavy rains,19.73,83.7466,1,19
1,heavy rains,14.1349,79.9324,1,3
1,heavy rains,33.4819,74.2156,1,29
1,heavy rains,26.2558,94.0189,1,5
1,heavy rains,14.945,78.1615,1,2
1,severe,20.0539,81.8601,1,10
2,heavy rains,21.0263,77.5237,1,106
1,heavy rains,22.0231,72.2495,1,2
1,heavy rains,22.6315,88.4871,1,5
1,heavy rains,27.5773,95.263,1,76
1,severe,10.3906,76.3115,1,10
1,heavy rains,20.4525,86.1978,1,7
2,heavy rains,22.6824,70.925,1,1
18,severe,31.2388,76.5268,1,62
1,heavy rains,15.7067,79.878,1,1
1,heavy rains,20.9096,86.4033,1,10
1,heavy rains,24.7214,93.9705,1,6
1,heavy rains,12.725,79.7002,1,2
1,heavy rains,10.762,78.7172,1,10
1,heavy rains,26.4,93.755,1,10
1,heavy rains,22.1496,110.224,1,2
1,heavy rains,25.2411,90.1201,1,10
2,heavy rains,27.4995,89.7871,1,10
1,heavy rains,16.6523,81.3801,1,10
1,heavy rains,27.0442,94.5503,1,10
1,heavy rains,20.9522,84.4064,1,10
1,heavy rains,20.2249,84.7692,1,3
1,heavy rains,15.3059,74.7271,1,3
1,heavy rains,27.481,93.8215,1,10
1,heavy rains,26.5,85.5,1,2
1,heavy rains,27.629,80.7483,1,10
3,heavy rains,26.8177,94.143,1,7
18,severe,22.5263,88.0605,1,107
1,heavy rains,15.7081,78.233,1,1
1,heavy rains,11.4729,77.8452,1,10
5,heavy rains,27.2504,94.6126,1,11
2,heavy rains,26.3166,91.8623,1,95
1,heavy rains,26.6381,93.1226,1,340
1,heavy rains,15.2182,79.4844,1,557
1,heavy rains,30.1895,74.7785,1,49
1,heavy rains,25.5869,86.1983,1,258
1,heavy rains,33.5267,76.1256,1,150
1,heavy rains,25.965,76.05,1,49
1,heavy rains,16.29,80.055,1,76
1,heavy rains,26.235,92.25,1,34
1,flash flood,26.73,82.845,1,233
1,heavy rains,25.695,87.75,1,97
1,heavy rains,9.88679,78.4773,1,50
5,flash flood,10.8365,76.7588,1,876
1,heavy rains,20.7933,85.8723,1,731
6,severe flood (nea dihing),26.0844,86.1969,1,23
1,flash flood,27.3624,94.0349,1,780
9,severe flood (brahmaputra and its tributaries),28.5244,80.9261,1,31
15,Heavy rain,22.3056,88.3453,1,7
21,severe flood . (brahmaputra and its tributaries),26.3755,86.2422,1,17
26,severe flood (brahmaputra and its tributaries) ,26.5897,92.1815,1,430
10,severe flood (ganga and its tributaries),22.3021,73.9531,1,21
31,severe flood  (ganga and its tributaries) ,20.6511,86.0022,1,425
1,heavy rains,26.5659,92.4354,1,17
1,heavy rains,26.1094,86.557,1,50
3,heavy rains,30.1135,78.8529,1,10
7,severe flood (Heavy rainrmada and its tributaries),19.4398,82.3216,1,44
14,severe flood,20.9855,82.7962,1,13
5,severe flood,31.3063,76.8569,1,72
3,heavy rains,26.8031,93.6379,1,25
6,severe flood,11.8283,78.8042,1,500
1,heavy rains,32.7135,76.6135,1,15
1,heavy rains,21.9781,82.5285,1,88
11,severe flood,27.387,94.9182,1,0
1,heavy rains,21.2719,84.2495,1,21
1,heavy rains,24.7174,85.9321,1,90
1,heavy rains,27.8115,94.716,1,90
1,heavy rains,20.7752,84.1258,1,0
1,heavy rains,27.3852,79.7586,1,16
1,heavy rains,26.1795,86.2537,1,40
1,heavy rains,27.6132,94.6542,1,263
1,heavy rains,14.5398,75.0937,1,238
1,heavy rains,32.8353,76.9103,1,3083
1,heavy rains,26.4816,82.8434,1,232
1,heavy rains,21.1495,86.7154,1,35
1,heavy rains,25.6339,84.0726,1,95
1,heavy rains,17.4331,80.187,1,70
2,heavy rains,23.6547,89.4296,1,617
2,heavy rains,26.4813,92.0622,1,60
4,heavy rains,26.988,92.926,1,53
1,heavy rains,28.886,80.7246,1,11
1,heavy rains,22.0189,71.1117,1,9
1,heavy rains,18.4311,80.713,1,26
1,heavy rains,26.5037,86.5429,1,20
1,heavy rains,30.9339,75.0459,1,0
1,heavy rains,19.1131,72.8962,1,40
3,heavy rains,15.1816,76.4736,1,230
1,heavy rains,24.8678,92.8291,1,40
1,heavy rains,26.4375,80.8611,1,17
1,heavy rains,33.8036,76.2592,1,600
1,heavy rains,16.2843,80.6926,1,35
1,heavy rains,26.7553,92.7754,1,144
1,heavy rains,26.7055,78.8703,1,94
2,heavy rains,27.5435,80.6956,1,63
1,heavy rains,22.4257,71.3244,1,82
1,heavy rains,26.0747,92.817,1,74
1,heavy rains,11.3982,77.0504,1,326
1,heavy rains,24.4696,92.4232,1,2500
17,severe food,15.733,73.7324,1,24
1,heavy rains,26.6059,92.9592,1,200
1,heavy rains,20.9474,79.1574,1,273
7,severe flood (doyang),20.2047,84.4178,1,100
5,"severe flood (bias, satlaj and ravi)",28.3671,81.0334,1,97
12,severe flood,24.707,85.7348,1,26
31,severe flood,24.3395,87.8328,1,50
1,heavy rains,14.0025,79.4752,1,32
1,heavy rains,16.5216,75.9695,1,6
5,heavy rains,26.9122,94.46,1,1126
8,severe flood,20.5033,86.0449,1,12
3,severe flood,24.8678,80.7003,1,230
1,heavy rains,13.0242,78.8487,1,45
31,severe flood(ganga and its  tributaries) ,24.9382,92.0974,1,9803
14,severe flood (ganga and its tributaries),25.1622,89.7567,1,30
1,heavy rains ,27.9917,78.9675,1,140
1,heavy rains ,13.407,75.4042,1,637
1,heavy rains,11.054,77.5024,1,162
1,heavy rains,12.5851,79.9572,1,578
1,heavy rains,20.6258,76.6191,1,40
1,heavy rains,31.7869,77.252,1,1468
3,severe flood,27.586,80.6237,1,140
1,heavy rains,31.7821,76.9177,1,15
1,heavy rains,31.7668,77.27,1,29
1,heavy rains,20.7866,79.2684,1,86
1,heavy rains,31.5294,77.0555,1,100
1,heavy rains,20.1358,84.4369,1,26
1,heavy rains,10.7214,78.7248,1,16
1,heavy rains,16.2498,80.0422,1,65
1,heavy rains,23.2582,92.8575,1,146
1,heavy rains,26.0363,92.8902,1,12
1,heavy rains,28.2424,76.8263,1,143
1,heavy rains,27.5887,88.4616,1,11
1,heavy rains,22.4615,87.3749,1,0
5,heavy rains,16.4132,80.612,1,4
1,heavy rains,26.5766,73.762,1,169
1,heavy rains,27.4105,92.3599,1,503
1,heavy rains,24.7685,85.6883,1,33
5,severe flood,15.0341,78.7288,1,22
1,heavy rains,17.0009,81.7657,1,11
1,heavy rains,24.0572,86.2554,1,20
1,heavy rains,31.7905,77.3409,1,4
1,heavy rains,22.4404,71.3091,1,4
5,severe,9.49041,76.6811,1,2
3,heavy rains,26.0909,92.9144,1,2
7,severe flood,33.9398,74.8298,1,10
1,heavy rains,18.8234,75.4418,1,9
1,heavy rains,16.9874,82.1012,1,4
1,heavy rains,13.8493,78.9883,1,10
1,heavy rains,24.0181,68.8677,1,10
30,severe flood,20.4037,74.4164,1,2
16,severe flood,16.1464,79.4042,1,8
8,severe flood,23.3997,88.9474,1,10
1,heavy rains,21.1735,85.3527,1,6
7,severe flood,27.4268,94.7981,1,10
7,severe flood,31.806,77.6925,1,28
7,severe flood,27.094,94.643,1,2
14,severe flood,17.1335,79.2098,1,13
7,heavy rains,26.9607,80.4678,1,85
2,severe flood,19.9343,80.0385,1,10
1,heavy rains,24.0841,88.5453,1,3
2,heavy rains,15.811,74.5207,1,2
1,cloud burst,24.4457,92.0058,1,70
1,cloud burst,22.8284,71.2868,1,10
2,heavy rains,9.72651,76.423,1,8
2,heavy rains,21.0559,84.7987,1,4
4,severe,30.7738,79.8583,1,6
1,heavy rains,32.6061,76.1481,1,10
1,cloud burst,26.7556,83.0513,1,15
1,flash flood,26.5321,84.87,1,11
1,heavy rains,16.746,79.1214,1,12
1,cloud burst,14.8405,79.054,1,15
1,heavy rains,10.4517,78.7843,1,2
1,cloud burst,27.8034,95.3833,1,15
6,flash flood,22.342,88.9351,1,40
1,heavy rains,20.8681,73.6623,1,3
1,heavy rains,25.8418,89.2696,1,1
7,severe flood,30.5622,78.5235,1,58
1,flash flood,21.5391,73.2201,1,8
1,heavy rains,11.8739,75.527,1,1
14,severe flood,10.9485,79.0643,1,30
1,heavy rains,12.9158,74.9274,1,10
2,heavy rains,21.3961,73.44,1,12
3,heavy rains,21.9811,73.9596,1,14
1,heavy rains,19.1881,79.2948,1,4
1,heavy rains,20.6258,85.8936,1,10
1,heavy rains,12.1226,75.4747,1,10
1,heavy rains,25.4989,85.8918,1,10
1,heavy rains,21.0247,73.7641,1,3
7,heavy rains,24.6862,89.4002,1,10
1,heavy rains,31.6718,78.4423,1,1
4,heav rains,21.433,73.0739,1,10
1,heavy rains,20.9765,86.4305,1,1
1,heavy rains,24.1288,80.1999,1,10
1,heavy rains,27.4363,87.0126,1,10
2,heavy rains,17.9836,73.435,1,10
1,heavy rains,16.9772,79.9654,1,10
2,heavy rains,20.9915,86.2759,1,9
4,heavy rains,25.886,83.2115,1,25
1,heavy rains,21.1139,82.5389,1,3
1,heavy rains,28.1973,79.3734,1,10
1,heavy rains,21.7139,73.4733,1,1
1,heavy rains,21.9409,87.9347,1,10
1,heavy rains,11.7804,78.7317,1,2
2,heavy rains,17.4335,82.8115,1,2
1,heavy rains,18.7332,75.2343,1,1
1,heavy rains,10.5443,76.0498,1,10
1,heavy rains,26.5993,94.0245,1,13
1,heavy rains,25.6151,83.6713,1,5
7,severe flood,19.1719,83.6477,1,8
1,heavy rains,19.1028,72.8816,1,1
2,heavy rains,22.4114,71.3097,1,10
3,heavy rains,20.1943,73.8242,1,45
4,heavy rains,18.1046,81.5288,1,2
1,heavy rains,27.5853,81.5174,1,2
1,heavy rains,32.8864,73.8842,1,51
1,heavy rains,19.73,83.7466,1,2
1,heavy rains,14.1349,79.9324,1,10
1,heavy rains,33.4819,74.2156,1,10
1,heavy rains,26.2558,94.0189,1,10
1,heavy rains,14.945,78.1615,1,2
1,heavy rains,20.0539,81.8601,1,10
3,heavy rains,21.0263,77.5237,1,4
1,heavy rains,22.0231,72.2495,1,8
1,heavy rains,22.6315,88.4871,1,2
14,severe flood,27.5773,95.263,1,53
1,heavy rains,10.3906,76.3115,1,7
1,heavy rains,20.4525,86.1978,1,10
1,heavy rains,22.6824,70.925,1,10
7,severe flood,31.2388,76.5268,1,5
2,flash flood,15.7067,79.878,1,3
30,severe flood,20.9096,86.4033,1,72
5,severe flood,24.7214,93.9705,1,18
1,heavy rains,12.725,79.7002,1,10
2,heavy rains,10.762,78.7172,1,9
1,heavy rains,26.4,93.755,1,10
1,heavy rains,22.1496,110.224,1,4
1,heavy rains,25.2411,90.1201,1,4
2,heavy rains,27.4995,89.7871,1,5
1,heavy rains,16.6523,81.3801,1,1
1,heavy rains,27.0442,94.5503,1,3
1,heavy rains,20.9522,84.4064,1,2
1,heavy rains,20.2249,84.7692,1,1
1,heavy rains,15.3059,74.7271,1,13
1,heavy rains,27.481,93.8215,1,4
1,heavy rains,26.5,85.5,1,1
2,heavy rains,27.629,80.7483,1,10
1,heavy rains,26.8177,94.143,1,1
3,heavy rains,22.5263,88.0605,1,3
1,heavy rains,15.7081,78.233,1,8
1,heavy rains,11.4729,77.8452,1,4
7,severe flood,27.2504,94.6126,1,15
8,heavy rains,26.3166,91.8623,1,16
1,flash flood,26.6381,93.1226,1,2
1,heavy rains,15.2182,79.4844,1,10
1,heavy rains,30.1895,74.7785,1,10
1,heavy rains,25.5869,86.1983,1,3
1,heavy rains,33.5267,76.1256,1,10
1,heavy rains,25.965,76.05,1,10
1,heavy rains,16.29,80.055,1,10
3,heavy rains,26.235,92.25,1,1
1,heavy rains,26.73,82.845,1,1
1,heavy rains,25.695,87.75,1,10
1,flash flood,9.88679,78.4773,1,10
3,heavy rains,10.8365,76.7588,1,10
1,heavy rains,20.7933,85.8723,1,2
9,severe flood,26.0844,86.1969,1,17
1,heavy rains,27.3624,94.0349,1,6
1,heavy rains,28.5244,80.9261,1,10
31,severe flood,22.3056,88.3453,1,119
1,heavy rains,26.3755,86.2422,1,2
7,heavy rains,26.5897,92.1815,1,10
1,heavy rains,22.3021,73.9531,1,10
1,heavy rains,20.6511,86.0022,1,5
1,heavy rains,26.5659,92.4354,1,10
10,severe flood,26.1094,86.557,1,10
22,severe flood,30.1135,78.8529,1,11
15,severe flood,19.4398,82.3216,1,37
7,severe flood,20.9855,82.7962,1,5
3,severe flood,31.3063,76.8569,1,10
7,flash flood,26.8031,93.6379,1,10
7,severe flood,11.8283,78.8042,1,7
15,severe floods,32.7135,76.6135,1,46
7,severe flood,21.9781,82.5285,1,101
1,heavy rains,27.387,94.9182,1,10
1,heavy rains,21.2719,84.2495,1,3
1,heavy rains,24.7174,85.9321,1,10
1,heavy rains,27.8115,94.716,1,10
1,heavy rains,20.7752,84.1258,1,1
2,heavy rains,27.3852,79.7586,1,9
2,severe flood,26.1795,86.2537,1,64
2,flash flood,27.6132,94.6542,1,112
1,heavy rains,14.5398,75.0937,1,2
1,heavy rains,32.8353,76.9103,1,2
4,heavy rains,26.4816,82.8434,1,7
1,heavy rains,21.1495,86.7154,1,10
1,heavy rains,25.6339,84.0726,1,10
2,heavy rains,17.4331,80.187,1,6
1,heavy rains,23.6547,89.4296,1,10
7,severe flood,26.4813,92.0622,1,12
1,heavy rains,26.988,92.926,1,3
1,heavy rains,28.886,80.7246,1,19
3,severe flood,22.0189,71.1117,1,100
9,severe flood,18.4311,80.713,1,104
1,heavy rains,26.5037,86.5429,1,6
1,heavy rains,30.9339,75.0459,1,10
2,heavy rains,19.1131,72.8962,1,10
3,heavy rains,15.1816,76.4736,1,3
4,heavy rains,24.8678,92.8291,1,2
5,heavy rains,26.4375,80.8611,1,10
5,heavy rains,33.8036,76.2592,1,2
1,heavy rains,16.2843,80.6926,1,10
8,heavy rains,26.7553,92.7754,1,10
5,heavy rains,26.7055,78.8703,1,10
6,heavy rains,27.5435,80.6956,1,10
1,heavy rains,22.4257,71.3244,1,10
2,heavy rains,26.0747,92.817,1,2
1,heavy rains,11.3982,77.0504,1,1
14,heavy rains,24.4696,92.4232,1,10
2,heavy rains,15.733,73.7324,1,10
4,heavy rains,26.6059,92.9592,1,40
1,heavy rains,20.9474,79.1574,1,10
1,heavy rains,20.2047,84.4178,1,10
1,heavy rains,28.3671,81.0334,1,10
1,heavy rains,24.707,85.7348,1,10
1,heavy rains,24.3395,87.8328,1,10
1,heavy rains,14.0025,79.4752,1,10
1,heavy rains,16.5216,75.9695,1,10
1,heavy rains,26.9122,94.46,1,2
1,heavy rains,20.5033,86.0449,1,10
1,heavy rains,24.8678,80.7003,1,10
1,heavy rains,13.0242,78.8487,1,10
1,heavy rains,24.9382,92.0974,1,6
1,heavy rains,25.1622,89.7567,1,2
1,heavy rains,27.9917,78.9675,1,5
1,heavy rains,13.407,75.4042,1,7
2,heavy rains,11.054,77.5024,1,5
1,heavy rains,12.5851,79.9572,1,1
1,heavy rains,20.6258,76.6191,1,10
1,heavy rains,31.7869,77.252,1,12
1,heavy rains,27.586,80.6237,1,25
3,severe flood ,31.7821,76.9177,1,8
3,severe flood,31.7668,77.27,1,39
6,heavy rains,20.7866,79.2684,1,10
1,heavy rains,31.5294,77.0555,1,10
3,severe flood,20.1358,84.4369,1,10
2,severe flood,10.7214,78.7248,1,10
2,severe floods,16.2498,80.0422,1,10
4,heavy rains,23.2582,92.8575,1,10
5,heavy rains,26.0363,92.8902,1,10
7,heavy rains,28.2424,76.8263,1,10
10,heavy rains,27.5887,88.4616,1,10
2,heavy rains,22.4615,87.3749,1,10
1,heavy rains,16.4132,80.612,1,2
1,heavy rains,26.5766,73.762,1,1
1,heavy rains,27.4105,92.3599,1,1
1,heavy rains,24.7685,85.6883,1,10
1,heavy rains,15.0341,78.7288,1,1
2,heavy rains,17.0009,81.7657,1,5
1,heavy rains,24.0572,86.2554,1,3
1,heavy rains,31.7905,77.3409,1,7
2,flash flood,22.4404,71.3091,1,20
1,heavy rains,9.49041,76.6811,1,10
1,heavy rains,26.0909,92.9144,1,5
1,heavy rains,33.9398,74.8298,1,22
1,heavy rains,18.8234,75.4418,1,14
1,heavy rains,16.9874,82.1012,1,5
1,heavy rains,13.8493,78.9883,1,10
1,heavy rains,24.0181,68.8677,1,10
7,heavy rains,20.4037,74.4164,1,10
1,heavy rains,16.1464,79.4042,1,10
5,severe flood,23.3997,88.9474,1,10
1,heavy rains,21.1735,85.3527,1,5
2,heavy rains,27.4268,94.7981,1,9
3,heavy rains,31.806,77.6925,1,4
2,heavy rains,27.094,94.643,1,10
1,heavy rains,17.1335,79.2098,1,1
1,heavy rains,26.9607,80.4678,1,10
1,heavy rains,19.9343,80.0385,1,24
1,heavy rains,24.0841,88.5453,1,12
5,heavy rains,15.811,74.5207,1,10
7,heavy rains,24.4457,92.0058,1,14
1,heavy rains,22.8284,71.2868,1,1
1,heavy rains,9.72651,76.423,1,1
1,flash flood,21.0559,84.7987,1,1
1,heavy rains,30.7738,79.8583,1,10
1,heavy rains,32.6061,76.1481,1,5
1,heavy rains,26.7556,83.0513,1,10
24,severe flood,26.5321,84.87,1,199
1,heavy rains,16.746,79.1214,1,40
1,heavy rains,14.8405,79.054,1,3
1,heavy rains,10.4517,78.7843,1,14
3,flash flood,27.8034,95.3833,1,10
2,heavy rains,22.342,88.9351,1,10
3,flash flood,20.8681,73.6623,1,10
1,heavy rains,25.8418,89.2696,1,1
1,heavy rains,30.5622,78.5235,1,10
1,heavy rains,21.5391,73.2201,1,10
1,heavy rains,11.8739,75.527,1,10
1,heavy rains,10.9485,79.0643,1,5
1,heavy rains,12.9158,74.9274,1,10
7,heavy rains,21.3961,73.44,1,10
1,heavy rains,21.9811,73.9596,1,10
1,heavy rains,19.1881,79.2948,1,10
1,heavy rains,20.6258,85.8936,1,1
1,heavy rains,12.1226,75.4747,1,10
1,heavy rains,25.4989,85.8918,1,2
1,heavy rains,21.0247,73.7641,1,3
1,heavy rains,24.6862,89.4002,1,2
1,heavy rains,31.6718,78.4423,1,10
1,flash flood,21.433,73.0739,1,3
2,heavy rains,20.9765,86.4305,1,10
1,heavy rains,24.1288,80.1999,1,4
2,heavy rains,27.4363,87.0126,1,2
1,heavy rains,17.9836,73.435,1,1
4,heavy rains,16.9772,79.9654,1,18
1,heavy rains,20.9915,86.2759,1,2
2,heavy rains,25.886,83.2115,1,9
1,heavy rains,21.1139,82.5389,1,10
2,heavy rains,28.1973,79.3734,1,10
1,heavy rains,21.7139,73.4733,1,1
1,heavy rains,21.9409,87.9347,1,2
1,heavy rains,11.7804,78.7317,1,10
1,heavy rains,17.4335,82.8115,1,10
2,heavy rains,18.7332,75.2343,1,2
1,heavy rains,10.5443,76.0498,1,1
31,severe flood,26.5993,94.0245,1,68
30,severe flood,25.6151,83.6713,1,33
3,severe flood,19.1719,83.6477,1,61
5,severe flood,19.1028,72.8816,1,338
1,heavy rains,22.4114,71.3097,1,10
15,severe flood,20.1943,73.8242,1,10
1,flash flood,18.1046,81.5288,1,10
1,flash flood,27.5853,81.5174,1,10
2,flash flood,32.8864,73.8842,1,10
15,severe flood,19.73,83.7466,1,10
1,flash flood,14.1349,79.9324,1,10
1,flash flood,33.4819,74.2156,1,10
1,flash flood,26.2558,94.0189,1,10
1,flash flood,14.945,78.1615,1,10
5,severe flood,20.0539,81.8601,1,27
23,severe flood,21.0263,77.5237,1,7
1,heavy rains,22.0231,72.2495,1,10
1,heavy rains,22.6315,88.4871,1,10
2,severe flood,27.5773,95.263,1,10
31,severe flood,10.3906,76.3115,1,25
7,severe flood,20.4525,86.1978,1,51
2,heavy rains,22.6824,70.925,1,10
2,severe flood,31.2388,76.5268,1,4
2,heavy rains,15.7067,79.878,1,10
2,flash flood,20.9096,86.4033,1,7
1,heavy rains,24.7214,93.9705,1,10
6,heavy rains,12.725,79.7002,1,10
3,heavy rains,10.762,78.7172,1,1
1,heavy rains,26.4,93.755,1,10
1,heavy rains,22.1496,110.224,1,2
1,heavy rains,25.2411,90.1201,1,11
1,heavy rains,27.4995,89.7871,1,2
10,heavy rains,16.6523,81.3801,1,7
1,heavy rains,27.0442,94.5503,1,2
1,heavy rains,20.9522,84.4064,1,2
1,heavy rains,20.2249,84.7692,1,10
2,heavy rains,15.3059,74.7271,1,3
1,heavy rains,27.481,93.8215,1,10
2,heavy rains,26.5,85.5,1,3
4,severe floods,27.629,80.7483,1,4
7,severe flood,26.8177,94.143,1,15
6,severe flood,22.5263,88.0605,1,241
3,heavy rains,15.7081,78.233,1,29
1,heavy rains,11.4729,77.8452,1,9
1,heavy rains,27.2504,94.6126,1,2
1,heavy rains,26.3166,91.8623,1,10
31,severe flood,26.6381,93.1226,1,137
7,severe flood,15.2182,79.4844,1,10
2,heavy rains,30.1895,74.7785,1,15
1,heavy rains,25.5869,86.1983,1,10
1,heavy rains,33.5267,76.1256,1,10
